group,contributor,consent,gender,education,age,australia,validation,image_name,choice,reason,certainty,plot_order,time_taken,start_time,end_time,
A,41401394,Consented,He,High School,35 - 44,No,hze3Use,aus_cities_9_geo.png,1,hotspots,3,9,47.29736257,2019-12-04 23:53:59,2019-12-04 23:54:46,
A,41401394,Consented,He,High School,35 - 44,No,hze3Use,aus_nwse_3_geo.png,4,hotspots,3,10,13.2353642,2019-12-04 23:54:46,2019-12-04 23:55:00,
A,41401394,Consented,He,High School,35 - 44,No,hze3Use,aus_nwse_6_hex.png,6,consistent,3,11,23.9449122,2019-12-04 23:55:00,2019-12-04 23:55:24,
A,41401394,Consented,He,High School,35 - 44,No,hze3Use,aus_cities_3_geo.png,3,0,4,12,31.10681009,2019-12-04 23:55:24,2019-12-04 23:55:55,
A,45424300,Consented,He,High School,55+,No,dRo2ttX,aus_nwse_6_hex.png,6,trend,5,1,2.135582256,2019-12-04 23:44:24,2019-12-04 23:46:32,
A,45424300,Consented,He,High School,55+,No,dRo2ttX,aus_three_12_geo.png,2,trend,5,2,1.657017887,2019-12-04 23:46:32,2019-12-04 23:48:12,
A,45424300,Consented,He,High School,55+,No,dRo2ttX,aus_three_9_hex.png,1,clusters,3,3,1.349817701,2019-12-04 23:48:12,2019-12-04 23:49:33,
A,45424300,Consented,He,High School,55+,No,dRo2ttX,aus_nwse_3_geo.png,3,trend,5,4,1.182092726,2019-12-04 23:49:33,2019-12-04 23:50:43,
A,45424300,Consented,He,High School,55+,No,dRo2ttX,aus_cities_9_geo.png,9,clusters,4,5,1.565614871,2019-12-04 23:50:43,2019-12-04 23:52:17,
A,45424300,Consented,He,High School,55+,No,dRo2ttX,aus_nwse_2_geo.png,6,clusters,5,6,31.33105421,2019-12-04 23:52:17,2019-12-04 23:52:49,
A,45424300,Consented,He,High School,55+,No,dRo2ttX,aus_nwse_5_hex.png,5,trend,5,7,25.0755446,2019-12-04 23:52:49,2019-12-04 23:53:14,
A,45424300,Consented,He,High School,55+,No,dRo2ttX,aus_cities_4_hex.png,4,trend,4,8,1.445707202,2019-12-04 23:53:14,2019-12-04 23:54:41,
A,45424300,Consented,He,High School,55+,No,dRo2ttX,aus_cities_3_geo.png,3,clusters,5,9,21.12021732,2019-12-04 23:54:41,2019-12-04 23:55:02,
A,45424300,Consented,He,High School,55+,No,dRo2ttX,aus_three_8_hex.png,8,trend,4,10,49.0196023,2019-12-04 23:55:02,2019-12-04 23:55:51,
A,45424300,Consented,He,High School,55+,No,dRo2ttX,aus_cities_12_hex.png,12,0,3,11,1.359190834,2019-12-04 23:55:51,2019-12-04 23:57:12,
A,45424300,Consented,He,High School,55+,No,dRo2ttX,aus_three_5_geo.png,6,clusters,5,12,1.235205213,2019-12-04 23:57:12,2019-12-04 23:58:26,
A,45169386,Consented,He,Masters,35 - 44,No,GVmnggV,aus_three_9_hex.png,12,trend,4,1,1.725031455,2019-12-04 23:53:31,2019-12-04 23:55:15,
A,45169386,Consented,He,Masters,35 - 44,No,GVmnggV,aus_nwse_2_geo.png,1,trend,5,2,55.65970254,2019-12-04 23:55:15,2019-12-04 23:56:11,
A,45169386,Consented,He,Masters,35 - 44,No,GVmnggV,aus_cities_9_geo.png,1,trend,5,3,27.50766349,2019-12-04 23:56:11,2019-12-04 23:56:38,
A,45169386,Consented,He,Masters,35 - 44,No,GVmnggV,aus_cities_4_hex.png,4,clusters,4,4,42.25451589,2019-12-04 23:56:38,2019-12-04 23:57:20,
A,45169386,Consented,He,Masters,35 - 44,No,GVmnggV,aus_cities_3_geo.png,3,clusters,4,5,13.20885706,2019-12-04 23:57:20,2019-12-04 23:57:34,
A,45169386,Consented,He,Masters,35 - 44,No,GVmnggV,aus_nwse_5_hex.png,5,trend,4,6,1.156127246,2019-12-04 23:57:34,2019-12-04 23:58:43,
A,45169386,Consented,He,Masters,35 - 44,No,GVmnggV,aus_nwse_3_geo.png,5,trend,4,7,0.040867567,2019-12-04 23:58:43,2019-12-04 23:58:43,
A,45169386,Consented,He,Masters,35 - 44,No,GVmnggV,aus_cities_12_hex.png,5,trend,4,8,0.027483225,2019-12-04 23:58:43,2019-12-04 23:58:43,
A,45169386,Consented,He,Masters,35 - 44,No,GVmnggV,aus_three_5_geo.png,5,trend,4,9,0.065583467,2019-12-04 23:58:43,2019-12-04 23:58:43,
A,45169386,Consented,He,Masters,35 - 44,No,GVmnggV,aus_three_8_hex.png,5,trend,5,10,0.688254118,2019-12-04 23:58:43,2019-12-04 23:58:44,
A,45169386,Consented,He,Masters,35 - 44,No,GVmnggV,aus_three_12_geo.png,1,clusters,4,11,21.38405299,2019-12-04 23:58:44,2019-12-04 23:59:05,
A,45169386,Consented,He,Masters,35 - 44,No,GVmnggV,aus_nwse_6_hex.png,6,trend,4,12,1.753947063,2019-12-04 23:59:05,2019-12-05 00:00:50,
A,39006856,Consented,She,Masters,35 - 44,No,PTelTG8,aus_cities_9_geo.png,1,clusters,4,1,30.35488033,2019-12-05 00:09:54,2019-12-05 00:10:25,
A,39006856,Consented,She,Masters,35 - 44,No,PTelTG8,aus_three_8_hex.png,8,trend,4,2,34.74029541,2019-12-05 00:10:25,2019-12-05 00:10:59,
A,39006856,Consented,She,Masters,35 - 44,No,PTelTG8,aus_cities_3_geo.png,3,clusters,4,3,15.0798676,2019-12-05 00:10:59,2019-12-05 00:11:14,
A,39006856,Consented,She,Masters,35 - 44,No,PTelTG8,aus_nwse_2_geo.png,2,clusters,4,4,19.28540802,2019-12-05 00:11:14,2019-12-05 00:11:34,
A,39006856,Consented,She,Masters,35 - 44,No,PTelTG8,aus_cities_12_hex.png,8,trend,5,5,17.47398591,2019-12-05 00:11:34,2019-12-05 00:11:51,
A,39006856,Consented,She,Masters,35 - 44,No,PTelTG8,aus_nwse_5_hex.png,5,trend,4,6,13.00654602,2019-12-05 00:11:51,2019-12-05 00:12:04,
A,39006856,Consented,She,Masters,35 - 44,No,PTelTG8,aus_three_9_hex.png,9,trend,4,7,13.8953681,2019-12-05 00:12:04,2019-12-05 00:12:18,
A,39006856,Consented,She,Masters,35 - 44,No,PTelTG8,aus_cities_4_hex.png,11,trend,5,8,18.78271365,2019-12-05 00:12:18,2019-12-05 00:12:37,
A,39006856,Consented,She,Masters,35 - 44,No,PTelTG8,aus_nwse_6_hex.png,1,trend,5,9,11.41033912,2019-12-05 00:12:37,2019-12-05 00:12:48,
A,39006856,Consented,She,Masters,35 - 44,No,PTelTG8,aus_three_12_geo.png,2,clusters,5,10,10.97497702,2019-12-05 00:12:48,2019-12-05 00:12:59,
A,39006856,Consented,She,Masters,35 - 44,No,PTelTG8,aus_three_5_geo.png,4,clusters,4,11,9.96673584,2019-12-05 00:12:59,2019-12-05 00:13:09,
A,39006856,Consented,She,Masters,35 - 44,No,PTelTG8,aus_nwse_3_geo.png,4,clusters,4,12,14.65354395,2019-12-05 00:13:09,2019-12-05 00:13:24,
B,45351342,Consented,He,Bach,35 - 44,No,Ma7Q4Wk,aus_cities_3_hex.png,3,clusters,4,1,1.275223537,2019-12-05 00:08:32,2019-12-05 00:09:48,
B,45351342,Consented,He,Bach,35 - 44,No,Ma7Q4Wk,aus_nwse_5_geo.png,7,consistent,4,2,28.93761301,2019-12-05 00:09:48,2019-12-05 00:10:17,
B,45351342,Consented,He,Bach,35 - 44,No,Ma7Q4Wk,aus_cities_4_geo.png,11,hotspots,4,3,20.20339584,2019-12-05 00:10:17,2019-12-05 00:10:37,
B,45351342,Consented,He,Bach,35 - 44,No,Ma7Q4Wk,aus_nwse_3_hex.png,3,clusters,4,4,15.06873226,2019-12-05 00:10:37,2019-12-05 00:10:52,
B,45351342,Consented,He,Bach,35 - 44,No,Ma7Q4Wk,aus_three_5_hex.png,5,trend,4,5,36.35325122,2019-12-05 00:10:52,2019-12-05 00:11:29,
B,45351342,Consented,He,Bach,35 - 44,No,Ma7Q4Wk,aus_cities_12_geo.png,12,consistent,4,6,10.39580512,2019-12-05 00:11:29,2019-12-05 00:11:39,
B,45351342,Consented,He,Bach,35 - 44,No,Ma7Q4Wk,aus_three_9_geo.png,6,consistent,4,7,10.29787135,2019-12-05 00:11:39,2019-12-05 00:11:50,
B,45351342,Consented,He,Bach,35 - 44,No,Ma7Q4Wk,aus_cities_9_hex.png,9,trend,4,8,24.91359138,2019-12-05 00:11:50,2019-12-05 00:12:14,
B,45351342,Consented,He,Bach,35 - 44,No,Ma7Q4Wk,aus_nwse_2_hex.png,2,hotspots,4,9,17.99972701,2019-12-05 00:12:14,2019-12-05 00:12:32,
B,45351342,Consented,He,Bach,35 - 44,No,Ma7Q4Wk,aus_three_12_hex.png,12,trend,4,10,18.3686173,2019-12-05 00:12:32,2019-12-05 00:12:51,
B,45351342,Consented,He,Bach,35 - 44,No,Ma7Q4Wk,aus_three_8_geo.png,5,trend,4,11,19.9224658,2019-12-05 00:12:51,2019-12-05 00:13:11,
B,45351342,Consented,He,Bach,35 - 44,No,Ma7Q4Wk,aus_nwse_6_geo.png,6,trend,4,12,27.88594079,2019-12-05 00:13:11,2019-12-05 00:13:39,
A,45415377,Consented,He,Bach,18 - 24,No,bdheKAq,aus_cities_3_geo.png,3,consistent,4,1,51.83209848,2019-12-05 00:09:19,2019-12-05 00:10:11,
A,45415377,Consented,He,Bach,18 - 24,No,bdheKAq,aus_nwse_2_geo.png,10,clusters,3,2,52.15730357,2019-12-05 00:10:11,2019-12-05 00:11:03,
A,45415377,Consented,He,Bach,18 - 24,No,bdheKAq,aus_three_9_hex.png,7,trend,3,3,28.46738219,2019-12-05 00:11:03,2019-12-05 00:11:32,
A,45415377,Consented,He,Bach,18 - 24,No,bdheKAq,aus_nwse_5_hex.png,5,clusters,2,4,22.79548383,2019-12-05 00:11:32,2019-12-05 00:11:55,
A,45415377,Consented,He,Bach,18 - 24,No,bdheKAq,aus_nwse_3_geo.png,6,hotspots,3,5,16.67620683,2019-12-05 00:11:55,2019-12-05 00:12:11,
A,45415377,Consented,He,Bach,18 - 24,No,bdheKAq,aus_nwse_6_hex.png,6,trend,2,6,13.64176702,2019-12-05 00:12:11,2019-12-05 00:12:25,
A,45415377,Consented,He,Bach,18 - 24,No,bdheKAq,aus_cities_9_geo.png,9,clusters,2,7,17.6004777,2019-12-05 00:12:25,2019-12-05 00:12:42,
A,45415377,Consented,He,Bach,18 - 24,No,bdheKAq,aus_three_5_geo.png,6,trend,2,8,18.63961649,2019-12-05 00:12:42,2019-12-05 00:13:01,
A,45415377,Consented,He,Bach,18 - 24,No,bdheKAq,aus_three_12_geo.png,6,clusters,2,9,16.90606618,2019-12-05 00:13:01,2019-12-05 00:13:18,
A,45415377,Consented,He,Bach,18 - 24,No,bdheKAq,aus_cities_12_hex.png,12,hotspots,3,10,15.63652253,2019-12-05 00:13:18,2019-12-05 00:13:34,
A,45415377,Consented,He,Bach,18 - 24,No,bdheKAq,aus_three_8_hex.png,8,clusters,3,11,13.0017035,2019-12-05 00:13:34,2019-12-05 00:13:47,
A,45415377,Consented,He,Bach,18 - 24,No,bdheKAq,aus_cities_4_hex.png,4,trend,2,12,22.44056845,2019-12-05 00:13:47,2019-12-05 00:14:09,
B,45464867,Consented,He,High School,18 - 24,No,YE12l0I,aus_nwse_6_geo.png,5,consistent,2,1,41.96417332,2019-12-05 00:11:48,2019-12-05 00:12:30,
B,45464867,Consented,He,High School,18 - 24,No,YE12l0I,aus_three_5_hex.png,4,trend,4,2,21.89762998,2019-12-05 00:12:30,2019-12-05 00:12:51,
B,45464867,Consented,He,High School,18 - 24,No,YE12l0I,aus_three_9_geo.png,6,trend,3,3,17.08834648,2019-12-05 00:12:51,2019-12-05 00:13:09,
B,45464867,Consented,He,High School,18 - 24,No,YE12l0I,aus_cities_3_hex.png,3,trend,3,4,10.58231258,2019-12-05 00:13:09,2019-12-05 00:13:19,
B,45464867,Consented,He,High School,18 - 24,No,YE12l0I,aus_three_8_geo.png,10,consistent,2,5,15.25763726,2019-12-05 00:13:19,2019-12-05 00:13:34,
B,45464867,Consented,He,High School,18 - 24,No,YE12l0I,aus_three_12_hex.png,12,hotspots,3,6,11.14987063,2019-12-05 00:13:34,2019-12-05 00:13:46,
B,45464867,Consented,He,High School,18 - 24,No,YE12l0I,aus_nwse_2_hex.png,2,hotspots,3,7,20.61824751,2019-12-05 00:13:46,2019-12-05 00:14:06,
B,45464867,Consented,He,High School,18 - 24,No,YE12l0I,aus_nwse_5_geo.png,1,consistent,3,8,19.32520294,2019-12-05 00:14:06,2019-12-05 00:14:25,
B,45464867,Consented,He,High School,18 - 24,No,YE12l0I,aus_cities_12_geo.png,4,consistent,2,9,15.76857662,2019-12-05 00:14:25,2019-12-05 00:14:41,
B,45464867,Consented,He,High School,18 - 24,No,YE12l0I,aus_cities_4_geo.png,1,consistent,3,10,8.973315477,2019-12-05 00:14:41,2019-12-05 00:14:50,
B,45464867,Consented,He,High School,18 - 24,No,YE12l0I,aus_cities_9_hex.png,9,hotspots,3,11,10.56693864,2019-12-05 00:14:50,2019-12-05 00:15:01,
B,45464867,Consented,He,High School,18 - 24,No,YE12l0I,aus_nwse_3_hex.png,3,hotspots,3,12,16.98062968,2019-12-05 00:15:01,2019-12-05 00:15:18,
B,43702866,Consented,She,Bach,35 - 44,No,Js3CjDt,aus_three_5_hex.png,8,clusters,5,1,3.062617207,2019-12-05 00:10:17,2019-12-05 00:13:21,
B,43702866,Consented,She,Bach,35 - 44,No,Js3CjDt,aus_cities_3_hex.png,3,trend,4,2,27.26797009,2019-12-05 00:13:21,2019-12-05 00:13:48,
B,43702866,Consented,She,Bach,35 - 44,No,Js3CjDt,aus_cities_4_geo.png,11,clusters,5,3,19.63677454,2019-12-05 00:13:48,2019-12-05 00:14:08,
B,43702866,Consented,She,Bach,35 - 44,No,Js3CjDt,aus_cities_9_hex.png,1,clusters,5,4,20.96774578,2019-12-05 00:14:08,2019-12-05 00:14:28,
B,43702866,Consented,She,Bach,35 - 44,No,Js3CjDt,aus_three_12_hex.png,11,consistent,3,5,35.83946609,2019-12-05 00:14:28,2019-12-05 00:15:04,
B,43702866,Consented,She,Bach,35 - 44,No,Js3CjDt,aus_cities_12_geo.png,6,clusters,3,6,13.30664802,2019-12-05 00:15:04,2019-12-05 00:15:18,
B,43702866,Consented,She,Bach,35 - 44,No,Js3CjDt,aus_nwse_6_geo.png,4,trend,5,7,17.90937781,2019-12-05 00:15:18,2019-12-05 00:15:36,
B,43702866,Consented,She,Bach,35 - 44,No,Js3CjDt,aus_nwse_5_geo.png,5,trend,4,8,46.13371491,2019-12-05 00:15:36,2019-12-05 00:16:22,
B,43702866,Consented,She,Bach,35 - 44,No,Js3CjDt,aus_nwse_3_hex.png,3,clusters,3,9,47.48433518,2019-12-05 00:16:22,2019-12-05 00:17:09,
B,43702866,Consented,She,Bach,35 - 44,No,Js3CjDt,aus_nwse_2_hex.png,11,clusters,3,10,28.2359705,2019-12-05 00:17:09,2019-12-05 00:17:37,
B,43702866,Consented,She,Bach,35 - 44,No,Js3CjDt,aus_three_9_geo.png,4,trend,4,11,24.78157306,2019-12-05 00:17:37,2019-12-05 00:18:02,
B,43702866,Consented,She,Bach,35 - 44,No,Js3CjDt,aus_three_8_geo.png,5,trend,4,12,33.21747684,2019-12-05 00:18:02,2019-12-05 00:18:35,
B,45184234,Consented,He,Bach,25 - 34,No,HeeLi7B,aus_cities_4_geo.png,11,trend,4,1,59.51273942,2019-12-05 00:10:49,2019-12-05 00:11:48,
B,45184234,Consented,He,Bach,25 - 34,No,HeeLi7B,aus_three_12_hex.png,12,trend,3,2,1.09229695,2019-12-05 00:11:48,2019-12-05 00:12:54,
B,45184234,Consented,He,Bach,25 - 34,No,HeeLi7B,aus_three_8_geo.png,5,trend,3,3,59.13357639,2019-12-05 00:12:54,2019-12-05 00:13:53,
B,45184234,Consented,He,Bach,25 - 34,No,HeeLi7B,aus_cities_9_hex.png,5,trend,3,4,0.028032541,2019-12-05 00:13:53,2019-12-05 00:13:53,
B,45184234,Consented,He,Bach,25 - 34,No,HeeLi7B,aus_nwse_5_geo.png,5,trend,4,5,0.040907621,2019-12-05 00:13:53,2019-12-05 00:13:53,
B,45184234,Consented,He,Bach,25 - 34,No,HeeLi7B,aus_three_9_geo.png,4,trend,4,6,20.07661748,2019-12-05 00:13:53,2019-12-05 00:14:13,
B,45184234,Consented,He,Bach,25 - 34,No,HeeLi7B,aus_nwse_2_hex.png,12,clusters,4,7,4.642883905,2019-12-05 00:14:13,2019-12-05 00:18:52,
B,45184234,Consented,He,Bach,25 - 34,No,HeeLi7B,aus_nwse_6_geo.png,6,clusters,4,8,20.00326276,2019-12-05 00:18:52,2019-12-05 00:19:12,
B,45184234,Consented,He,Bach,25 - 34,No,HeeLi7B,aus_cities_3_hex.png,3,clusters,2,9,27.50507236,2019-12-05 00:19:12,2019-12-05 00:19:39,
B,45184234,Consented,He,Bach,25 - 34,No,HeeLi7B,aus_three_5_hex.png,5,clusters,4,10,18.52650332,2019-12-05 00:19:39,2019-12-05 00:19:58,
B,45184234,Consented,He,Bach,25 - 34,No,HeeLi7B,aus_cities_12_geo.png,4,clusters,4,11,20.03035402,2019-12-05 00:19:58,2019-12-05 00:20:18,
B,45184234,Consented,He,Bach,25 - 34,No,HeeLi7B,aus_nwse_3_hex.png,3,clusters,2,12,30.44658732,2019-12-05 00:20:18,2019-12-05 00:20:48,
B,28189578,Consented,He,High School,25 - 34,No,G6dEQ5a,aus_cities_4_geo.png,11,trend,3,1,2.485436118,2019-12-05 00:09:53,2019-12-05 00:12:22,
B,28189578,Consented,He,High School,25 - 34,No,G6dEQ5a,aus_three_8_geo.png,5,clusters,3,2,47.20510602,2019-12-05 00:12:22,2019-12-05 00:13:10,
B,28189578,Consented,He,High School,25 - 34,No,G6dEQ5a,aus_cities_12_geo.png,6,clusters,3,3,1.476177736,2019-12-05 00:13:10,2019-12-05 00:14:38,
B,28189578,Consented,He,High School,25 - 34,No,G6dEQ5a,aus_three_12_hex.png,2,trend,3,4,2.145988258,2019-12-05 00:14:38,2019-12-05 00:16:47,
B,28189578,Consented,He,High School,25 - 34,No,G6dEQ5a,aus_three_5_hex.png,5,clusters,3,5,1.338813186,2019-12-05 00:16:47,2019-12-05 00:18:07,
B,28189578,Consented,He,High School,25 - 34,No,G6dEQ5a,aus_nwse_5_geo.png,5,trend,3,6,26.00761199,2019-12-05 00:18:07,2019-12-05 00:18:33,
B,28189578,Consented,He,High School,25 - 34,No,G6dEQ5a,aus_nwse_2_hex.png,2,trend,3,7,41.52193236,2019-12-05 00:18:33,2019-12-05 00:19:15,
B,28189578,Consented,He,High School,25 - 34,No,G6dEQ5a,aus_nwse_6_geo.png,6,trend,3,8,26.47082019,2019-12-05 00:19:15,2019-12-05 00:19:41,
B,28189578,Consented,He,High School,25 - 34,No,G6dEQ5a,aus_three_9_geo.png,4,trend,3,9,17.06662083,2019-12-05 00:19:41,2019-12-05 00:19:58,
B,28189578,Consented,He,High School,25 - 34,No,G6dEQ5a,aus_nwse_3_hex.png,3,trend,2,10,1.870309583,2019-12-05 00:19:58,2019-12-05 00:21:51,
B,28189578,Consented,He,High School,25 - 34,No,G6dEQ5a,aus_cities_3_hex.png,3,trend,3,11,25.23390889,2019-12-05 00:21:51,2019-12-05 00:22:16,
B,28189578,Consented,He,High School,25 - 34,No,G6dEQ5a,aus_cities_9_hex.png,9,trend,3,12,41.70803261,2019-12-05 00:22:16,2019-12-05 00:22:57,
A,45378397,Consented,He,Bach,25 - 34,No,8d4TPWF,aus_three_12_geo.png,6,clusters,3,1,2.413420049,2019-12-05 00:14:17,2019-12-05 00:16:42,
A,45378397,Consented,He,Bach,25 - 34,No,8d4TPWF,aus_three_9_hex.png,11,trend,2,2,2.694401554,2019-12-05 00:16:42,2019-12-05 00:19:23,
A,45378397,Consented,He,Bach,25 - 34,No,8d4TPWF,aus_three_8_hex.png,1,trend,4,3,59.88205719,2019-12-05 00:19:23,2019-12-05 00:20:23,
A,45378397,Consented,He,Bach,25 - 34,No,8d4TPWF,aus_nwse_3_geo.png,3,clusters,5,4,35.74312806,2019-12-05 00:20:23,2019-12-05 00:20:59,
A,45378397,Consented,He,Bach,25 - 34,No,8d4TPWF,aus_nwse_6_hex.png,6,trend,5,5,38.98895407,2019-12-05 00:20:59,2019-12-05 00:21:38,
A,45378397,Consented,He,Bach,25 - 34,No,8d4TPWF,aus_cities_9_geo.png,1,trend,5,6,40.89962912,2019-12-05 00:21:38,2019-12-05 00:22:19,
A,45378397,Consented,He,Bach,25 - 34,No,8d4TPWF,aus_nwse_2_geo.png,2,clusters,5,7,18.64478779,2019-12-05 00:22:19,2019-12-05 00:22:38,
A,45378397,Consented,He,Bach,25 - 34,No,8d4TPWF,aus_cities_12_hex.png,12,clusters,3,8,24.77682161,2019-12-05 00:22:38,2019-12-05 00:23:02,
A,45378397,Consented,He,Bach,25 - 34,No,8d4TPWF,aus_three_5_geo.png,4,trend,4,9,32.06990647,2019-12-05 00:23:02,2019-12-05 00:23:34,
A,45378397,Consented,He,Bach,25 - 34,No,8d4TPWF,aus_cities_3_geo.png,3,clusters,5,10,16.22162628,2019-12-05 00:23:34,2019-12-05 00:23:51,
A,45378397,Consented,He,Bach,25 - 34,No,8d4TPWF,aus_nwse_5_hex.png,5,trend,4,11,27.64513898,2019-12-05 00:23:51,2019-12-05 00:24:18,
A,45378397,Consented,He,Bach,25 - 34,No,8d4TPWF,aus_cities_4_hex.png,4,clusters,5,12,35.80712271,2019-12-05 00:24:18,2019-12-05 00:24:54,
B,30988211,Consented,He,High School,35 - 44,No,O27cW4g,aus_nwse_5_geo.png,5,trend,3,1,21.53330803,2019-12-05 00:21:53,2019-12-05 00:22:15,
B,30988211,Consented,He,High School,35 - 44,No,O27cW4g,aus_cities_9_hex.png,1,clusters,3,2,10.02866817,2019-12-05 00:22:15,2019-12-05 00:22:25,
B,30988211,Consented,He,High School,35 - 44,No,O27cW4g,aus_cities_12_geo.png,6,trend,4,3,7.635065556,2019-12-05 00:22:25,2019-12-05 00:22:32,
B,30988211,Consented,He,High School,35 - 44,No,O27cW4g,aus_nwse_2_hex.png,2,clusters,4,4,10.53739142,2019-12-05 00:22:32,2019-12-05 00:22:43,
B,30988211,Consented,He,High School,35 - 44,No,O27cW4g,aus_nwse_6_geo.png,6,trend,4,5,10.08932948,2019-12-05 00:22:43,2019-12-05 00:22:53,
B,30988211,Consented,He,High School,35 - 44,No,O27cW4g,aus_three_9_geo.png,4,trend,4,6,7.700059891,2019-12-05 00:22:53,2019-12-05 00:23:01,
B,30988211,Consented,He,High School,35 - 44,No,O27cW4g,aus_three_5_hex.png,4,clusters,4,7,10.54278731,2019-12-05 00:23:01,2019-12-05 00:23:11,
B,30988211,Consented,He,High School,35 - 44,No,O27cW4g,aus_three_8_geo.png,5,trend,4,8,9.134855747,2019-12-05 00:23:11,2019-12-05 00:23:20,
B,30988211,Consented,He,High School,35 - 44,No,O27cW4g,aus_three_12_hex.png,12,clusters,4,9,13.23861432,2019-12-05 00:23:20,2019-12-05 00:23:33,
B,30988211,Consented,He,High School,35 - 44,No,O27cW4g,aus_cities_3_hex.png,3,clusters,4,10,14.04235029,2019-12-05 00:23:33,2019-12-05 00:23:48,
B,30988211,Consented,He,High School,35 - 44,No,O27cW4g,aus_cities_4_geo.png,11,trend,4,11,9.574929237,2019-12-05 00:23:48,2019-12-05 00:23:57,
B,30988211,Consented,He,High School,35 - 44,No,O27cW4g,aus_nwse_3_hex.png,3,trend,3,12,1.33609345,2019-12-05 00:23:57,2019-12-05 00:25:17,
B,45523828,Consented,He,Bach,18 - 24,No,DG1EdYp,aus_three_12_hex.png,12,0,3,1,2.17545141,2019-12-05 00:21:17,2019-12-05 00:23:27,
B,45523828,Consented,He,Bach,18 - 24,No,DG1EdYp,aus_nwse_6_geo.png,6,clusters,3,2,1.045278108,2019-12-05 00:23:27,2019-12-05 00:24:30,
B,45523828,Consented,He,Bach,18 - 24,No,DG1EdYp,aus_three_5_hex.png,4,clusters,5,3,15.63947439,2019-12-05 00:24:30,2019-12-05 00:24:45,
B,45523828,Consented,He,Bach,18 - 24,No,DG1EdYp,aus_cities_3_hex.png,0,0,3,4,6.00177145,2019-12-05 00:24:45,2019-12-05 00:24:51,
B,45523828,Consented,He,Bach,18 - 24,No,DG1EdYp,aus_nwse_3_hex.png,3,0,3,5,20.46174717,2019-12-05 00:24:51,2019-12-05 00:25:12,
B,45523828,Consented,He,Bach,18 - 24,No,DG1EdYp,aus_three_9_geo.png,3,0,3,6,0.03080678,2019-12-05 00:25:12,2019-12-05 00:25:12,
B,45523828,Consented,He,Bach,18 - 24,No,DG1EdYp,aus_cities_12_geo.png,3,0,3,7,0.064538479,2019-12-05 00:25:12,2019-12-05 00:25:12,
B,45523828,Consented,He,Bach,18 - 24,No,DG1EdYp,aus_nwse_5_geo.png,3,0,3,8,0.031890154,2019-12-05 00:25:12,2019-12-05 00:25:12,
B,45523828,Consented,He,Bach,18 - 24,No,DG1EdYp,aus_three_8_geo.png,1,trend,3,9,0.043436766,2019-12-05 00:25:12,2019-12-05 00:25:12,
B,45523828,Consented,He,Bach,18 - 24,No,DG1EdYp,aus_nwse_2_hex.png,1,trend,3,10,0.124321938,2019-12-05 00:25:12,2019-12-05 00:25:12,
B,45523828,Consented,He,Bach,18 - 24,No,DG1EdYp,aus_cities_4_geo.png,1,trend,3,11,0.029300928,2019-12-05 00:25:12,2019-12-05 00:25:12,
B,45523828,Consented,He,Bach,18 - 24,No,DG1EdYp,aus_cities_9_hex.png,0,0,3,12,1.325335109,2019-12-05 00:25:12,2019-12-05 00:26:32,
B,45113708,Consented,He,Bach,55+,No,jMN1hYG,aus_three_12_hex.png,12,clusters,4,1,1.751213972,2019-12-05 00:18:26,2019-12-05 00:20:11,
B,45113708,Consented,He,Bach,55+,No,jMN1hYG,aus_nwse_5_geo.png,5,trend,4,2,1.014442933,2019-12-05 00:20:11,2019-12-05 00:21:12,
B,45113708,Consented,He,Bach,55+,No,jMN1hYG,aus_nwse_3_hex.png,3,clusters,4,3,25.92009306,2019-12-05 00:21:12,2019-12-05 00:21:38,
B,45113708,Consented,He,Bach,55+,No,jMN1hYG,aus_cities_12_geo.png,6,clusters,2,4,55.24837518,2019-12-05 00:21:38,2019-12-05 00:22:33,
B,45113708,Consented,He,Bach,55+,No,jMN1hYG,aus_cities_4_geo.png,11,clusters,3,5,33.1223886,2019-12-05 00:22:33,2019-12-05 00:23:06,
B,45113708,Consented,He,Bach,55+,No,jMN1hYG,aus_cities_9_hex.png,9,clusters,4,6,36.16539001,2019-12-05 00:23:06,2019-12-05 00:23:42,
B,45113708,Consented,He,Bach,55+,No,jMN1hYG,aus_cities_3_hex.png,3,clusters,4,7,33.07917285,2019-12-05 00:23:42,2019-12-05 00:24:15,
B,45113708,Consented,He,Bach,55+,No,jMN1hYG,aus_three_9_geo.png,12,consistent,5,8,26.43074393,2019-12-05 00:24:15,2019-12-05 00:24:42,
B,45113708,Consented,He,Bach,55+,No,jMN1hYG,aus_three_8_geo.png,5,clusters,3,9,17.151752,2019-12-05 00:24:42,2019-12-05 00:24:59,
B,45113708,Consented,He,Bach,55+,No,jMN1hYG,aus_three_5_hex.png,5,clusters,2,10,1.025674689,2019-12-05 00:24:59,2019-12-05 00:26:00,
B,45113708,Consented,He,Bach,55+,No,jMN1hYG,aus_nwse_6_geo.png,12,consistent,4,11,20.98244786,2019-12-05 00:26:00,2019-12-05 00:26:21,
B,45113708,Consented,He,Bach,55+,No,jMN1hYG,aus_nwse_2_hex.png,2,clusters,4,12,30.59131503,2019-12-05 00:26:21,2019-12-05 00:26:52,
B,45396040,Consented,He,Masters,55+,No,xpJwT83,aus_three_5_hex.png,1,hotspots,4,1,12.6672554,2019-12-05 00:29:14,2019-12-05 00:29:26,
